"REF_DATE","GEO","DGUID","Toronto Stock Exchange Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-10","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Energy Index","Index","160","units","0","v19457781","1.17","262.37","","","","2"
"2022-11","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Energy Index","Index","160","units","0","v19457781","1.17","259.58","","","","2"
"2022-12","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Energy Index","Index","160","units","0","v19457781","1.17","243.00","","","","2"
"2023-01","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Energy Index","Index","160","units","0","v19457781","1.17","251.46","","","","2"
"2023-02","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Energy Index","Index","160","units","0","v19457781","1.17","240.49","","","","2"
"2023-03","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Energy Index","Index","160","units","0","v19457781","1.17","229.99","","","","2"
"2023-04","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Energy Index","Index","160","units","0","v19457781","1.17","239.08","","","","2"
"2023-05","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Energy Index","Index","160","units","0","v19457781","1.17","218.10","","","","2"
"2023-06","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Energy Index","Index","160","units","0","v19457781","1.17","225.45","","","","2"
"2023-07","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Energy Index","Index","160","units","0","v19457781","1.17","246.25","","","","2"
"2023-08","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Energy Index","Index","160","units","0","v19457781","1.17","263.04","","","","2"
"2023-09","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Energy Index","Index","160","units","0","v19457781","1.17","269.07","","","","2"
"1997-12","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","69.71","","","","2"
"1998-01","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","68.65","","","","2"
"1998-02","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","76.02","","","","2"
"1998-03","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","80.23","","","","2"
"1998-04","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","82.70","","","","2"
"1998-05","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","83.66","","","","2"
"1998-06","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","82.57","","","","2"
"1998-07","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","79.57","","","","2"
"1998-08","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","58.27","","","","2"
"1998-09","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","58.00","","","","2"
"1998-10","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","66.47","","","","2"
"1998-11","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","70.28","","","","2"
"1998-12","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","71.92","","","","2"
"1999-01","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","73.01","","","","2"
"1999-02","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","68.10","","","","2"
"1999-03","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","69.01","","","","2"
"1999-04","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","71.70","","","","2"
"1999-05","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","68.31","","","","2"
"1999-06","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","64.92","","","","2"
"1999-07","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","63.59","","","","2"
"1999-08","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","61.17","","","","2"
"1999-09","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","58.46","","","","2"
"1999-10","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","62.53","","","","2"
"1999-11","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","62.75","","","","2"
"1999-12","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","63.44","","","","2"
"2000-01","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","60.44","","","","2"
"2000-02","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","59.94","","","","2"
"2000-03","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","66.45","","","","2"
"2000-04","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","74.60","","","","2"
"2000-05","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","82.75","","","","2"
"2000-06","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","85.54","","","","2"
"2000-07","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","86.88","","","","2"
"2000-08","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","93.84","","","","2"
"2000-09","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","100.00","","","","2"
"2000-10","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","103.30","","","","2"
"2000-11","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","100.50","","","","2"
"2000-12","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","110.84","","","","2"
"2001-01","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","109.66","","","","2"
"2001-02","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","106.57","","","","2"
"2001-03","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","104.49","","","","2"
"2001-04","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","99.76","","","","2"
"2001-05","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","107.93","","","","2"
"2001-06","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","108.84","","","","2"
"2001-07","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","112.30","","","","2"
"2001-08","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","114.03","","","","2"
"2001-09","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","107.07","","","","2"
"2001-10","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","101.60","","","","2"
"2001-11","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","109.78","","","","2"
"2001-12","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","112.06","","","","2"
"2002-01","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","110.38","","","","2"
"2002-02","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","111.94","","","","2"
"2002-03","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","116.62","","","","2"
"2002-04","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","117.45","","","","2"
"2002-05","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","118.04","","","","2"
"2002-06","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","109.50","","","","2"
"2002-07","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","104.04","","","","2"
"2002-08","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","103.79","","","","2"
"2002-09","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","96.51","","","","2"
"2002-10","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","97.59","","","","2"
"2002-11","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","105.91","","","","2"
"2002-12","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","106.49","","","","2"
"2003-01","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","104.58","","","","2"
"2003-02","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","107.97","","","","2"
"2003-03","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","106.03","","","","2"
"2003-04","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","111.73","","","","2"
"2003-05","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","112.95","","","","2"
"2003-06","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","115.99","","","","2"
"2003-07","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","119.52","","","","2"
"2003-08","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","121.85","","","","2"
"2003-09","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","120.54","","","","2"
"2003-10","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","128.83","","","","2"
"2003-11","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","129.50","","","","2"
"2003-12","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","132.49","","","","2"
"2004-01","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","138.79","","","","2"
"2004-02","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","140.89","","","","2"
"2004-03","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","141.92","","","","2"
"2004-04","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","139.12","","","","2"
"2004-05","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","139.94","","","","2"
"2004-06","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","140.61","","","","2"
"2004-07","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","142.91","","","","2"
"2004-08","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","142.26","","","","2"
"2004-09","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","144.43","","","","2"
"2004-10","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","151.35","","","","2"
"2004-11","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","147.24","","","","2"
"2004-12","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","154.38","","","","2"
"2005-01","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","151.12","","","","2"
"2005-02","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","157.26","","","","2"
"2005-03","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","158.05","","","","2"
"2005-04","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","159.58","","","","2"
"2005-05","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","160.39","","","","2"
"2005-06","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","163.78","","","","2"
"2005-07","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","170.84","","","","2"
"2005-08","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","168.10","","","","2"
"2005-09","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","173.89","","","","2"
"2005-10","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","171.07","","","","2"
"2005-11","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","182.13","","","","2"
"2005-12","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","186.19","","","","2"
"2006-01","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","188.70","","","","2"
"2006-02","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","195.38","","","","2"
"2006-03","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","197.70","","","","2"
"2006-04","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","194.06","","","","2"
"2006-05","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","185.92","","","","2"
"2006-06","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","181.44","","","","2"
"2006-07","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","185.21","","","","2"
"2006-08","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","194.27","","","","2"
"2006-09","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","196.85","","","","2"
"2006-10","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","200.54","","","","2"
"2006-11","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","207.37","","","","2"
"2006-12","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","214.18","","","","2"
"2007-01","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","214.11","","","","2"
"2007-02","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","215.06","","","","2"
"2007-03","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","218.91","","","","2"
"2007-04","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","219.34","","","","2"
"2007-05","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","223.24","","","","2"
"2007-06","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","217.75","","","","2"
"2007-07","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","210.88","","","","2"
"2007-08","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","215.32","","","","2"
"2007-09","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","219.53","","","","2"
"2007-10","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","223.82","","","","2"
"2007-11","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","217.13","","","","2"
"2007-12","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","206.08","","","","2"
"2008-01","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","197.10","","","","2"
"2008-02","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","190.87","","","","2"
"2008-03","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","187.24","","","","2"
"2008-04","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","193.99","","","","2"
"2008-05","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","195.66","","","","2"
"2008-06","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","177.50","","","","2"
"2008-07","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","182.80","","","","2"
"2008-08","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","184.64","","","","2"
"2008-09","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","182.71","","","","2"
"2008-10","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","153.79","","","","2"
"2008-11","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","141.01","","","","2"
"2008-12","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","127.12","","","","2"
"2009-01","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","117.50","","","","2"
"2009-02","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","104.45","","","","2"
"2009-03","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","117.58","","","","2"
"2009-04","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","136.04","","","","2"
"2009-05","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","148.83","","","","2"
"2009-06","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","157.28","","","","2"
"2009-07","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","174.39","","","","2"
"2009-08","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","175.37","","","","2"
"2009-09","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","179.81","","","","2"
"2009-10","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","165.95","","","","2"
"2009-11","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","172.88","","","","2"
"2009-12","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","176.09","","","","2"
"2010-01","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","167.11","","","","2"
"2010-02","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","176.17","","","","2"
"2010-03","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","188.63","","","","2"
"2010-04","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","187.67","","","","2"
"2010-05","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","177.37","","","","2"
"2010-06","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","167.27","","","","2"
"2010-07","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","177.17","","","","2"
"2010-08","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","169.07","","","","2"
"2010-09","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","176.77","","","","2"
"2010-10","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","179.41","","","","2"
"2010-11","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","180.60","","","","2"
"2010-12","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","183.86","","","","2"
"2011-01","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","184.90","","","","2"
"2011-02","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","196.55","","","","2"
"2011-03","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","199.55","","","","2"
"2011-04","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","196.14","","","","2"
"2011-05","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","195.66","","","","2"
"2011-06","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","191.35","","","","2"
"2011-07","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","179.84","","","","2"
"2011-08","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","177.81","","","","2"
"2011-09","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","170.28","","","","2"
"2011-10","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","173.29","","","","2"
"2011-11","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","165.91","","","","2"
"2011-12","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","170.03","","","","2"
"2012-01","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","174.08","","","","2"
"2012-02","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","180.22","","","","2"
"2012-03","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","187.41","","","","2"
"2012-04","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Canadian Financial Index","Index","160","units","0","v19457782","1.18","185.89","","","","2"
