"REF_DATE","GEO","DGUID","Products and product groups","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","123.5","","","","1"
"2017","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","125.5","","","","1"
"2018","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","127.9","","","","1"
"2019","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","130.5","","","","1"
"2020","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","132.0","","","","1"
"2021","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","135.1","","","","1"
"2022","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","141.8","","","","1"
"2023","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41693531","2.285","147.3","","","","1"
"1971","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","21.7","","","","1"
"1972","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","22.8","","","","1"
"1973","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","24.5","","","","1"
"1974","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","27.1","","","","1"
"1975","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","30.0","","","","1"
"1976","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","32.1","","","","1"
"1977","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","34.5","","","","1"
"1978","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","37.6","","","","1"
"1979","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","41.0","","","","1"
"1980","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","45.0","","","","1"
"1981","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","50.0","","","","1"
"1982","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","54.9","","","","1"
"1983","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","58.0","","","","1"
"1984","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","60.4","","","","1"
"1985","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","62.7","","","","1"
"1986","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","65.9","","","","1"
"1987","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","68.9","","","","1"
"1988","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","71.9","","","","1"
"1989","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","75.6","","","","1"
"1990","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","78.9","","","","1"
"1991","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","83.4","","","","1"
"1992","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","84.7","","","","1"
"1993","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","86.3","","","","1"
"1994","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","86.4","","","","1"
"1995","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","88.4","","","","1"
"1996","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","89.7","","","","1"
"1997","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","91.0","","","","1"
"1998","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","92.3","","","","1"
"1999","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","93.6","","","","1"
"2000","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","95.0","","","","1"
"2001","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","97.3","","","","1"
"2002","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","100.0","","","","1"
"2003","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","102.4","","","","1"
"2004","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","103.8","","","","1"
"2005","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","105.4","","","","1"
"2006","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","107.2","","","","1"
"2007","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","109.5","","","","1"
"2008","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","111.3","","","","1"
"2009","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","113.3","","","","1"
"2010","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","114.8","","","","1"
"2011","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","117.0","","","","1"
"2012","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","118.8","","","","1"
"2013","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","119.9","","","","1"
"2014","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","122.0","","","","1"
"2015","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","124.6","","","","1"
"2016","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","126.9","","","","1"
"2017","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","128.5","","","","1"
"2018","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","131.0","","","","1"
"2019","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","134.0","","","","1"
"2020","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","135.8","","","","1"
"2021","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","139.0","","","","1"
"2022","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","146.9","","","","1"
"2023","Canada","2016A000011124","All-items excluding energy","2002=100","17","units","0","v41693536","2.287","153.5","","","","1"
"1961","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","11.5","","","","1"
"1962","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","11.4","","","","1"
"1963","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","11.2","","","","1"
"1964","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","11.3","","","","1"
"1965","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","11.3","","","","1"
"1966","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","11.4","","","","1"
"1967","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","11.8","","","","1"
"1968","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","12.3","","","","1"
"1969","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","12.6","","","","1"
"1970","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","13.0","","","","1"
"1971","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","13.6","","","","1"
"1972","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","14.0","","","","1"
"1973","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","15.3","","","","1"
"1974","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","17.6","","","","1"
"1975","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","20.0","","","","1"
"1976","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","23.0","","","","1"
"1977","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","25.8","","","","1"
"1978","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","28.2","","","","1"
"1979","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","31.0","","","","1"
"1980","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","36.0","","","","1"
"1981","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","46.8","","","","1"
"1982","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","56.0","","","","1"
"1983","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","60.4","","","","1"
"1984","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","63.7","","","","1"
"1985","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","67.3","","","","1"
"1986","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","62.5","","","","1"
"1987","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","64.1","","","","1"
"1988","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","64.5","","","","1"
"1989","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","66.7","","","","1"
"1990","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","73.4","","","","1"
"1991","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","77.0","","","","1"
"1992","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","77.2","","","","1"
"1993","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","78.1","","","","1"
"1994","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","78.6","","","","1"
"1995","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","79.6","","","","1"
"1996","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","81.9","","","","1"
"1997","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","83.9","","","","1"
"1998","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","80.5","","","","1"
"1999","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","85.0","","","","1"
"2000","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","98.8","","","","1"
"2001","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","102.0","","","","1"
"2002","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","100.0","","","","1"
"2003","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","107.9","","","","1"
"2004","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","115.2","","","","1"
"2005","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","126.3","","","","1"
"2006","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","132.8","","","","1"
"2007","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","135.9","","","","1"
"2008","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","149.3","","","","1"
"2009","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","129.2","","","","1"
"2010","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","137.8","","","","1"
"2011","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","154.7","","","","1"
"2012","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","157.3","","","","1"
"2013","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","159.6","","","","1"
"2014","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","165.3","","","","1"
"2015","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","149.5","","","","1"
"2016","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","145.0","","","","1"
"2017","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","152.7","","","","1"
"2018","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","162.9","","","","1"
"2019","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","159.3","","","","1"
"2020","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","147.2","","","","1"
"2021","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","175.0","","","","1"
"2022","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","214.4","","","","1"
"2023","Canada","2016A000011124","Energy","2002=100","17","units","0","v41693537","2.288","205.5","","","","1"
"1961","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","17.5","","","","1"
"1962","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","17.7","","","","1"
"1963","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","18.0","","","","1"
"1964","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","18.2","","","","1"
"1965","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","18.5","","","","1"
"1966","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","19.2","","","","1"
"1967","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","19.7","","","","1"
"1968","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","20.5","","","","1"
"1969","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","21.1","","","","1"
"1970","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","21.5","","","","1"
"1971","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","21.9","","","","1"
"1972","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","22.9","","","","1"
"1973","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","24.9","","","","1"
"1974","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","28.0","","","","1"
"1975","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","31.1","","","","1"
"1976","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","32.6","","","","1"
"1977","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","35.1","","","","1"
"1978","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","38.6","","","","1"
"1979","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","42.7","","","","1"
"1980","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","47.6","","","","1"
"1981","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","53.8","","","","1"
"1982","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","58.9","","","","1"
"1983","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","62.1","","","","1"
"1984","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","64.9","","","","1"
"1985","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","67.5","","","","1"
"1986","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","69.8","","","","1"
"1987","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","72.6","","","","1"
"1988","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","75.2","","","","1"
"1989","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","78.4","","","","1"
"1990","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","81.6","","","","1"
"1991","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","85.7","","","","1"
"1992","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","86.4","","","","1"
"1993","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","87.8","","","","1"
"1994","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","86.8","","","","1"
"1995","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","88.4","","","","1"
"1996","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","89.9","","","","1"
"1997","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","91.2","","","","1"
"1998","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","91.4","","","","1"
"1999","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","93.1","","","","1"
"2000","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","96.0","","","","1"
"2001","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","98.4","","","","1"
"2002","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","100.0","","","","1"
"2003","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","101.9","","","","1"
"2004","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","103.4","","","","1"
"2005","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","105.8","","","","1"
"2006","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","107.1","","","","1"
"2007","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","108.0","","","","1"
"2008","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","109.4","","","","1"
"2009","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","107.6","","","","1"
"2010","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","109.2","","","","1"
"2011","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","112.9","","","","1"
"2012","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","114.0","","","","1"
"2013","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","114.6","","","","1"
"2014","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","116.5","","","","1"
"2015","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","116.8","","","","1"
"2016","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","117.9","","","","1"
"2017","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","118.9","","","","1"
"2018","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","121.1","","","","1"
"2019","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","122.7","","","","1"
"2020","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","122.5","","","","1"
"2021","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","128.3","","","","1"
"2022","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","139.4","","","","1"
"2023","Canada","2016A000011124","Goods","2002=100","17","units","0","v41693520","2.274","143.8","","","","1"
"1961","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","13.3","","","","1"
"1962","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","13.5","","","","1"
"1963","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","13.8","","","","1"
"1964","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","14.1","","","","1"
"1965","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","14.7","","","","1"
"1966","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","15.2","","","","1"
"1967","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","16.0","","","","1"
"1968","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","16.8","","","","1"
"1969","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","18.0","","","","1"
"1970","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","19.0","","","","1"
"1971","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","19.9","","","","1"
"1972","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","21.0","","","","1"
"1973","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","22.3","","","","1"
"1974","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","24.0","","","","1"
"1975","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","26.6","","","","1"
"1976","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","29.9","","","","1"
"1977","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","32.5","","","","1"
"1978","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","34.8","","","","1"
"1979","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","37.2","","","","1"
"1980","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","40.2","","","","1"
"1981","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","44.9","","","","1"
"1982","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","50.7","","","","1"
"1983","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","53.9","","","","1"
"1984","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","56.0","","","","1"
"1985","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","58.2","","","","1"
"1986","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","61.2","","","","1"
"1987","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","64.1","","","","1"
"1988","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","67.1","","","","1"
"1989","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","70.9","","","","1"
"1990","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","74.9","","","","1"
"1991","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","79.6","","","","1"
"1992","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","81.4","","","","1"
"1993","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","83.1","","","","1"
"1994","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","84.5","","","","1"
"1995","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","86.7","","","","1"
"1996","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","88.0","","","","1"
"1997","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","89.5","","","","1"
"1998","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","91.1","","","","1"
"1999","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","92.6","","","","1"
"2000","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","94.8","","","","1"
"2001","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","97.1","","","","1"
"2002","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","100.0","","","","1"
"2003","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","103.6","","","","1"
"2004","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","105.9","","","","1"
"2005","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","108.2","","","","1"
"2006","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","111.1","","","","1"
"2007","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","114.8","","","","1"
"2008","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","118.7","","","","1"
"2009","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","121.2","","","","1"
"2010","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","123.7","","","","1"
"2011","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","126.7","","","","1"
"2012","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","129.3","","","","1"
"2013","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","131.0","","","","1"
"2014","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","133.7","","","","1"
"2015","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","136.4","","","","1"
"2016","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","138.9","","","","1"
"2017","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","142.0","","","","1"
"2018","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","145.8","","","","1"
"2019","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","149.2","","","","1"
"2020","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","151.3","","","","1"
"2021","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","154.8","","","","1"
"2022","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","162.6","","","","1"
"2023","Canada","2016A000011124","Services","2002=100","17","units","0","v41693528","2.282","170.1","","","","1"


